idx,samples1,samples2
9131,-578,5351
9132,-578,5351
9133,-578,5351
9134,-578,5351
9135,-578,5351
9136,-578,5351
9137,-578,5351
9138,-546,5319
9139,-578,5319
9140,-578,5319
9141,-578,5319
9142,-578,5319
9143,-578,5319
9144,-546,5288
9145,-578,5319
9146,-578,5319
9147,-578,5351
9148,-578,5319
9149,-578,5319
9150,-578,5288
9151,-578,5319
9152,-546,5288
9153,-578,5319
9154,-546,5319
9155,-578,5319
9156,-546,5319
9157,-578,5351
9158,-578,5351
9159,-578,5351
9160,-578,5351
9161,-578,5351
9162,-578,5319
9163,-578,5319
9164,-546,5351
9165,-578,5351
9166,-578,5319
9167,-578,5319
9168,-578,5319
9169,-578,5351
9170,-546,5319
9171,-578,5288
9172,-578,5319
9173,-578,5288
9174,-578,5288
9175,-578,5319
9176,-578,5319
9177,-578,5319
9178,-546,5288
9179,-578,5319
9180,-578,5288
9181,-578,5319
9182,-546,5319
9183,-578,5288
9184,-546,5319
9185,-578,5319
9186,-546,5319
9187,-546,5319
9188,-578,5351
9189,-578,5351
9190,-546,5319
9191,-578,5319
9192,-546,5319
9193,-578,5319
9194,-578,5319
9195,-578,5351
9196,-578,5319
9197,-546,5319
9198,-546,5351
9199,-578,5319
9200,-546,5319
9201,-578,5319
9202,-578,5319
9203,-578,5319
9204,-546,5288
9205,-578,5288
9206,-578,5288
9207,-578,5319
9208,-578,5288
9209,-578,5319
9210,-578,5288
9211,-578,5288
9212,-546,5319
9213,-578,5288
9214,-546,5319
9215,-578,5319
9216,-578,5319
9217,-578,5351
9218,-578,5351
9219,-578,5351
9220,-578,5351
9221,-578,5351
9222,-578,5319
9223,-578,5319
9224,-578,5319
9225,-578,5288
9226,-546,5319
9227,-578,5319
9228,-578,5319
9229,-546,5319
9230,-546,5319
9231,-546,5319
9232,-546,5319
9233,-578,5319
9234,-546,5288
9235,-578,5319
9236,-578,5319
9237,-578,5319
9238,-578,5319
9239,-578,5351
9240,-546,5319
9241,-578,5351
9242,-546,5288
9243,-578,5319
9244,-546,5288
9245,-578,5351
9246,-578,5319
9247,-578,5351
9248,-578,5319
9249,-578,5351
9250,-578,5351
9251,-578,5319
9252,-578,5319
9253,-578,5351
9254,-578,5319
9255,-578,5351
9256,-578,5319
9257,-578,5351
9258,-578,5319
9259,-578,5351
9260,-578,5319
9261,-578,5319
9262,-578,5319
9263,-578,5319
9264,-578,5288
9265,-578,5288
9266,-578,5319
9267,-578,5319
9268,-578,5319
9269,-578,5319
9270,-578,5319
9271,-578,5319
9272,-578,5319
9273,-578,5319
9274,-578,5288
9275,-578,5319
9276,-578,5351
9277,-578,5319
9278,-578,5351
9279,-578,5319
9280,-578,5351
9281,-546,5319
9282,-578,5351
9283,-578,5319
9284,-578,5319
9285,-578,5319
9286,-578,5319
9287,-578,5319
9288,-578,5351
9289,-578,5319
9290,-578,5319
9291,-546,5288
9292,-578,5319
9293,-578,5288
9294,-578,5319
9295,-578,5319
9296,-578,5288
9297,-578,5288
9298,-578,5319
9299,-578,5288
9300,-578,5288
9301,-578,5319
9302,-578,5319
9303,-578,5288
9304,-578,5319
9305,-578,5319
9306,-578,5319
9307,-578,5351
9308,-578,5319
9309,-578,5319
9310,-546,5319
9311,-578,5351
9312,-546,5351
9313,-578,5319
9314,-578,5319
9315,-578,5351
9316,-546,5288
9317,-578,5319
9318,-578,5319
9319,-578,5319
9320,-546,5288
9321,-578,5319
9322,-578,5319
9323,-578,5319
9324,-578,5288
9325,-578,5319
9326,-578,5319
9327,-578,5351
9328,-578,5288
9329,-578,5319
9330,-578,5319
9331,-578,5319
9332,-546,5319
9333,-578,5319
9334,-578,5319
9335,-578,5319
9336,-578,5351
9337,-578,5351
9338,-578,5351
9339,-609,5351
9340,-578,5319
9341,-578,5351
9342,-578,5319
9343,-578,5351
9344,-546,5319
9345,-578,5351
9346,-578,5351
9347,-578,5382
9348,-578,5351
9349,-578,5351
9350,-578,5319
9351,-578,5319
9352,-578,5319
9353,-578,5351
9354,-546,5319
9355,-578,5319
9356,-578,5319
9357,-578,5319
9358,-578,5351
9359,-578,5319
9360,-578,5319
9361,-578,5319
9362,-578,5319
9363,-578,5319
9364,-578,5288
9365,-578,5351
9366,-546,5319
9367,-578,5351
9368,-578,5351
9369,-578,5351
9370,-578,5351
9371,-578,5351
9372,-546,5351
9373,-578,5351
9374,-578,5351
9375,-578,5382
9376,-546,5351
9377,-578,5351
9378,-546,5351
9379,-578,5351
9380,-546,5319
9381,-578,5319
9382,-578,5288
9383,-578,5319
9384,-546,5319
9385,-578,5319
9386,-546,5319
9387,-578,5319
9388,-578,5288
9389,-578,5319
9390,-578,5288
9391,-578,5351
9392,-578,5319
9393,-578,5319
9394,-578,5319
9395,-546,5351
9396,-578,5319
9397,-578,5351
9398,-578,5351
9399,-578,5319
9400,-578,5351
9401,-578,5351
9402,-578,5351
9403,-578,5319
9404,-578,5319
9405,-578,5319
9406,-578,5319
9407,-578,5351
9408,-578,5319
9409,-578,5319
9410,-578,5319
9411,-578,5288
9412,-578,5351
9413,-578,5319
9414,-578,5351
9415,-578,5288
9416,-578,5319
9417,-546,5319
9418,-578,5351
9419,-578,5319
9420,-578,5351
9421,-578,5319
9422,-578,5351
9423,-578,5319
9424,-578,5351
9425,-578,5351
9426,-578,5351
9427,-578,5351
9428,-578,5351
9429,-578,5351
9430,-578,5351
9431,-546,5351
9432,-578,5382
9433,-546,5351
9434,-578,5351
9435,-578,5351
9436,-578,5351
9437,-546,5319
9438,-578,5319
9439,-578,5351
9440,-578,5351
9441,-546,5319
9442,-578,5351
9443,-546,5288
9444,-578,5319
9445,-578,5319
9446,-578,5319
9447,-546,5319
9448,-578,5319
9449,-546,5319
9450,-578,5319
9451,-578,5319
9452,-578,5319
9453,-546,5319
9454,-578,5319
9455,-578,5319
9456,-578,5351
9457,-578,5319
9458,-578,5319
9459,-578,5351
9460,-578,5351
9461,-546,5319
9462,-578,5319
9463,-546,5351
9464,-578,5319
9465,-546,5319
9466,-578,5351
9467,-578,5351
9468,-578,5351
9469,-578,5319
9470,-578,5319
9471,-546,5288
9472,-578,5351
9473,-578,5319
9474,-578,5319
9475,-578,5319
9476,-578,5319
9477,-546,5319
9478,-578,5319
9479,-578,5319
9480,-578,5319
9481,-578,5319
9482,-578,5319
9483,-546,5288
9484,-578,5319
9485,-546,5319
9486,-578,5319
9487,-546,5351
9488,-578,5351
9489,-546,5351
9490,-578,5351
9491,-578,5319
9492,-578,5351
9493,-546,5319
9494,-578,5351
9495,-578,5351
9496,-578,5351
9497,-578,5351
9498,-578,5351
9499,-578,5351
9500,-578,5319
9501,-578,5319
9502,-578,5351
9503,-578,5319
9504,-578,5319
9505,-546,5319
9506,-578,5319
9507,-546,5288
9508,-578,5319
9509,-578,5319
9510,-609,5319
9511,-546,5319
9512,-578,5319
9513,-578,5319
9514,-578,5319
9515,-578,5351
9516,-578,5351
9517,-578,5319
9518,-578,5351
9519,-578,5351
9520,-578,5351
9521,-546,5319
9522,-578,5351
9523,-578,5319
9524,-578,5351
9525,-578,5351
9526,-578,5351
9527,-546,5351
9528,-578,5351
9529,-578,5319
9530,-578,5319
9531,-578,5288
9532,-578,5319
9533,-578,5319
9534,-578,5288
9535,-578,5288
9536,-578,5319
9537,-546,5288
9538,-578,5351
9539,-578,5288
9540,-578,5288
9541,-578,5288
9542,-546,5319
9543,-578,5319
9544,-546,5319
9545,-578,5288
9546,-546,5319
9547,-578,5351
9548,-578,5319
9549,-578,5319
9550,-546,5319
9551,-578,5319
9552,-546,5319
9553,-578,5351
9554,-546,5351
9555,-578,5351
9556,-546,5319
9557,-578,5351
9558,-546,5319
9559,-578,5351
9560,-546,5319
9561,-546,5319
9562,-546,5319
9563,-578,5319
9564,-578,5319
9565,-578,5319
9566,-546,5319
9567,-578,5319
9568,-546,5288
9569,-578,5319
9570,-578,5288
9571,-578,5319
9572,-546,5288
9573,-578,5319
9574,-578,5319
9575,-578,5351
9576,-546,5351
9577,-578,5351
9578,-578,5319
9579,-578,5319
9580,-578,5351
9581,-578,5351
9582,-578,5319
9583,-578,5351
9584,-578,5319
9585,-546,5351
9586,-578,5319
9587,-578,5351
9588,-578,5351
9589,-578,5351
9590,-578,5288
9591,-578,5319
9592,-578,5319
9593,-578,5288
9594,-578,5319
9595,-546,5319
9596,-578,5319
9597,-578,5319
9598,-578,5319
9599,-578,5288
9600,-546,5319
9601,-546,5288
9602,-578,5319
9603,-578,5319
9604,-578,5319
9605,-578,5319
9606,-578,5351
9607,-546,5351
9608,-578,5351
9609,-546,5319
9610,-578,5351
9611,-578,5351
9612,-578,5351
9613,-578,5351
9614,-578,5319
9615,-578,5319
9616,-578,5351
9617,-578,5351
9618,-578,5351
9619,-578,5319
9620,-546,5351
9621,-578,5288
9622,-578,5351
9623,-578,5319
9624,-578,5319
9625,-578,5319
9626,-578,5319
9627,-578,5319
9628,-578,5319
9629,-546,5288
9630,-578,5319
9631,-578,5288
9632,-578,5288
9633,-578,5319
9634,-578,5319
9635,-578,5288
9636,-578,5319
9637,-578,5319
9638,-578,5351
9639,-578,5319
9640,-578,5319
9641,-578,5351
9642,-546,5319
9643,-578,5351
9644,-578,5351
9645,-578,5319
9646,-578,5351
9647,-578,5319
9648,-546,5319
9649,-578,5351
9650,-546,5288
9651,-578,5319
9652,-546,5319
9653,-578,5319
9654,-578,5288
9655,-578,5319
9656,-578,5288
9657,-578,5319
9658,-578,5319
9659,-578,5319
9660,-578,5319
9661,-578,5351
9662,-578,5319
9663,-578,5288
9664,-578,5288
9665,-578,5319
9666,-578,5319
9667,-578,5351
9668,-578,5319
9669,-578,5351
9670,-578,5319
9671,-578,5351
9672,-578,5351
9673,-578,5351
9674,-578,5319
9675,-578,5351
9676,-578,5351
9677,-578,5351
9678,-578,5351
9679,-578,5351
9680,-578,5288
9681,-578,5319
9682,-578,5319
9683,-578,5319
9684,-578,5319
9685,-578,5319
9686,-578,5288
9687,-578,5319
9688,-578,5288
9689,-578,5288
9690,-546,5319
9691,-578,5319
9692,-578,5319
9693,-578,5319
9694,-578,5319
9695,-578,5319
9696,-578,5319
9697,-578,5319
9698,-578,5319
9699,-578,5319
9700,-578,5319
9701,-578,5319
9702,-578,5319
9703,-578,5288
9704,-578,5256
9705,-578,5288
9706,-546,5288
9707,-546,5288
9708,-578,5162
9709,-578,5256
9710,-578,5288
9711,-546,5256
9712,-578,5256
9713,-578,5256
9714,-578,5130
9715,-578,5162
9716,-578,5256
9717,-578,5288
9718,-578,5256
9719,-546,5256
9720,-578,5288
9721,-546,5256
9722,-578,5256
9723,-546,5256
9724,-578,5256
9725,-578,5288
9726,-578,5319
9727,-546,5225
9728,-578,5319
9729,-546,5288
9730,-578,5351
9731,-546,5319
9732,-578,5319
9733,-578,5130
9734,-578,5288
9735,-578,5319
9736,-578,5319
9737,-578,5319
9738,-578,5319
9739,-578,5193
9740,-578,5288
9741,-578,5288
9742,-578,5288
9743,-578,5319
9744,-546,5288
9745,-578,5288
9746,-546,5288
9747,-578,5288
9748,-578,5288
9749,-578,5319
9750,-546,5288
9751,-578,5288
9752,-546,5256
9753,-578,5288
9754,-546,5319
9755,-578,5351
9756,-578,5319
9757,-578,5319
9758,-578,5130
9759,-578,5256
9760,-578,5225
9761,-578,5319
9762,-578,5319
9763,-578,5319
9764,-578,5193
9765,-578,5319
9766,-578,5319
9767,-546,5319
9768,-578,5319
9769,-546,5319
9770,-578,5288
9771,-546,5162
9772,-578,5256
9773,-578,5288
9774,-578,5288
9775,-546,5288
9776,-578,5319
9777,-546,5099
9778,-578,5256
9779,-546,5319
9780,-578,5288
9781,-578,5288
9782,-578,5288
9783,-578,5288
9784,-578,5319
9785,-578,5288
9786,-578,5319
9787,-578,5319
9788,-546,5319
9789,-578,5288
9790,-578,5319
9791,-578,5319
9792,-578,5288
9793,-578,5319
9794,-578,5288
9795,-578,5319
9796,-578,5319
9797,-578,5319
9798,-578,5319
9799,-578,5319
9800,-578,5288
9801,-578,5288
9802,-578,5288
9803,-578,5288
9804,-546,5288
9805,-578,5288
9806,-578,5319
9807,-578,5319
9808,-578,5288
9809,-578,5288
9810,-546,5288
9811,-578,5288
9812,-578,5288
9813,-578,5319
9814,-578,5288
9815,-578,5319
9816,-578,5319
9817,-546,5288
9818,-578,5319
9819,-578,5319
9820,-578,5319
9821,-546,5319
9822,-578,5319
9823,-578,5319
9824,-578,5319
9825,-546,5319
9826,-578,5319
9827,-546,5319
9828,-578,5288
9829,-578,5319
9830,-578,5288
9831,-578,5288
9832,-578,5319
9833,-578,5319
9834,-578,5288
9835,-578,5288
9836,-578,5319
9837,-578,5288
9838,-578,5288
9839,-578,5256
9840,-578,5288
9841,-546,5288
9842,-578,5288
9843,-578,5288
9844,-546,5288
9845,-578,5319
9846,-546,5319
9847,-546,5130
9848,-578,5319
9849,-546,5319
9850,-546,5288
9851,-578,5319
9852,-578,5319
9853,-578,5162
9854,-546,5319
9855,-578,5351
9856,-546,5319
9857,-578,5319
9858,-578,5288
9859,-578,5351
9860,-578,5162
9861,-578,5288
9862,-546,5288
9863,-578,5319
9864,-578,5288
9865,-546,5319
9866,-578,5130
9867,-578,5288
9868,-578,5288
9869,-578,5288
9870,-578,5288
9871,-546,5256
9872,-578,5256
9873,-546,5193
9874,-578,5288
9875,-546,5288
9876,-578,5319
9877,-578,5319
9878,-578,5319
9879,-578,5319
9880,-578,5319
9881,-578,5319
9882,-578,5288
9883,-578,5288
9884,-578,5288
9885,-578,5288
9886,-578,5319
9887,-578,5319
9888,-578,5319
9889,-578,5319
9890,-546,5288
9891,-578,5288
9892,-546,5256
9893,-578,5288
9894,-546,5288
9895,-578,5319
9896,-546,5256
9897,-578,5319
9898,-578,5288
9899,-578,5288
9900,-578,5288
9901,-578,5288
9902,-578,5288
9903,-578,5288
9904,-578,5288
9905,-578,5319
9906,-546,5319
9907,-578,5288
9908,-546,5319
9909,-578,5319
9910,-578,5288
9911,-578,5256
9912,-546,5288
9913,-546,5319
9914,-578,5319
9915,-578,5319
9916,-578,5319
9917,-546,5225
9918,-578,5288
9919,-578,5288
9920,-578,5319
9921,-578,5256
9922,-578,5319
9923,-546,5256
9924,-578,5319
9925,-546,5288
9926,-578,5288
9927,-578,5288
9928,-578,5319
9929,-578,5288
9930,-578,5288
9931,-578,5288
9932,-578,5288
9933,-578,5256
9934,-578,5288
9935,-578,5319
9936,-578,5288
9937,-578,5319
9938,-578,5288
9939,-546,5288
9940,-546,5319
9941,-578,5319
9942,-546,5288
9943,-578,5319
9944,-578,5319
9945,-578,5319
9946,-546,5319
9947,-578,5319
9948,-578,5319
9949,-578,5319
9950,-578,5288
9951,-578,5319
9952,-578,5288
9953,-578,5256
9954,-578,5288
9955,-578,5288
9956,-578,5288
9957,-578,5288
9958,-578,5288
9959,-578,5288
9960,-578,5256
9961,-578,5288
9962,-578,5256
9963,-578,5288
9964,-578,5225
9965,-578,5288
9966,-578,5288
9967,-578,5256
9968,-578,5288
9969,-578,5288
9970,-578,5319
9971,-546,5288
9972,-578,5288
9973,-546,5256
9974,-578,5256
9975,-546,5288
9976,-578,5288
9977,-578,5256
9978,-578,5288
9979,-546,5288
9980,-578,5319
9981,-578,5288
9982,-578,5319
9983,-578,5288
9984,-578,5288
9985,-578,5288
9986,-578,5256
9987,-578,5288
9988,-546,5288
9989,-546,5288
9990,-578,5288
9991,-578,5288
9992,-578,5256
9993,-578,5288
9994,-578,5288
9995,-578,5319
9996,-578,5288
9997,-578,5319
9998,-578,5288
9999,-578,5319
10000,-578,5319
10001,-578,5319
10002,-578,5319
10003,-578,5319
10004,-578,5288
10005,-578,5288
10006,-578,5288
10007,-578,5319
10008,-578,5288
10009,-578,5288
10010,-578,5288
10011,-578,5288
10012,-578,5288
10013,-546,5288
10014,-578,5319
10015,-578,5256
10016,-578,5288
10017,-578,5288
10018,-578,5288
10019,-546,5288
10020,-578,5288
10021,-578,5256
10022,-578,5288
10023,-578,5288
10024,-578,5288
10025,-578,5319
10026,-578,5319
10027,-578,5319
10028,-578,5319
10029,-578,5288
10030,-578,5319
10031,-578,5288
10032,-578,5288
10033,-578,5319
10034,-578,5288
10035,-578,5288
10036,-546,5288
10037,-578,5319
10038,-546,5319
10039,-546,5319
10040,-546,5288
10041,-578,5288
10042,-546,5288
10043,-578,5288
10044,-546,5288
10045,-578,5288
10046,-578,5288
10047,-578,5288
10048,-578,5288
10049,-578,5288
10050,-578,5288
10051,-578,5288
10052,-578,5288
10053,-578,5288
10054,-578,5288
10055,-546,5288
10056,-578,5288
10057,-578,5288
10058,-578,5288
10059,-546,5319
10060,-578,5319
10061,-578,5319
10062,-578,5319
10063,-546,5319
10064,-578,5319
10065,-578,5319
10066,-578,5319
10067,-578,5288
10068,-578,5319
10069,-578,5288
10070,-578,5319
10071,-578,5288
10072,-578,5288
10073,-578,5256
10074,-578,5256
10075,-578,5288
10076,-546,5288
10077,-578,5288
10078,-546,5288
10079,-578,5319
10080,-578,5288
10081,-546,5288
10082,-546,5288
10083,-578,5288
10084,-578,5288
10085,-578,5319
10086,-578,5319
10087,-578,5319
10088,-578,5288
10089,-578,5319
10090,-578,5319
10091,-578,5319
10092,-578,5288
10093,-578,5319
10094,-578,5288
10095,-578,5319
10096,-578,5288
10097,-546,5288
10098,-578,5288
10099,-546,5319
10100,-578,5288
10101,-546,5256
10102,-546,5319
10103,-578,5288
10104,-578,5319
10105,-546,5288
10106,-578,5288
10107,-578,5288
10108,-578,5288
10109,-546,5256
10110,-578,5288
10111,-578,5288
10112,-546,5256
10113,-578,5288
10114,-578,5288
10115,-578,5319
10116,-578,5288
10117,-578,5288
10118,-578,5288
10119,-578,5319
10120,-546,5288
10121,-578,5319
10122,-578,5288
10123,-578,5288
10124,-546,5288
10125,-578,5319
10126,-578,5288
10127,-578,5319
10128,-578,5319
10129,-578,5319
10130,-578,5288
10131,-578,5288
10132,-578,5288
10133,-578,5288
10134,-578,5256
10135,-578,5256
10136,-578,5288
10137,-546,5256
10138,-578,5288
10139,-546,5256
10140,-578,5288
10141,-546,5288
10142,-578,5288
10143,-578,5288
10144,-578,5288
10145,-578,5288
10146,-609,5319
10147,-578,5288
10148,-578,5319
10149,-578,5288
10150,-578,5319
10151,-578,5288
10152,-578,5288
10153,-578,5319
10154,-546,5319
10155,-578,5319
10156,-546,5319
10157,-578,5319
10158,-546,5288
10159,-578,5319
10160,-546,5256
10161,-578,5288
10162,-578,5319
10163,-578,5288
10164,-578,5288
10165,-578,5319
10166,-578,5288
10167,-578,5319
10168,-578,5288
10169,-578,5288
10170,-578,5288
10171,-578,5288
10172,-578,5256
10173,-578,5288
10174,-578,5288
10175,-578,5319
10176,-578,5288
10177,-546,5288
10178,-546,5319
10179,-546,5319
10180,-578,5319
10181,-546,5288
10182,-578,5288
10183,-578,5288
10184,-578,5319
10185,-578,5319
10186,-578,5319
10187,-578,5319
10188,-578,5319
10189,-578,5288
10190,-578,5256
10191,-578,5288
10192,-578,5288
10193,-578,5288
10194,-578,5288
10195,-578,5288
10196,-578,5288
10197,-578,5288
10198,-578,5288
10199,-578,5288
10200,-578,5288
10201,-578,5288
10202,-546,5288
10203,-578,5288
10204,-578,5288
10205,-578,5319
10206,-578,5319
10207,-578,5319
10208,-578,5319
10209,-578,5288
10210,-578,5319
10211,-546,5288
10212,-578,5288
10213,-578,5288
10214,-578,5319
10215,-546,5319
10216,-578,5319
10217,-546,5319
10218,-578,5351
10219,-578,5319
10220,-578,5288
10221,-546,5288
10222,-578,5288
10223,-578,5288
10224,-578,5288
10225,-578,5288
10226,-578,5319
10227,-578,5288
10228,-578,5319
10229,-578,5288
10230,-546,5288
10231,-546,5288
10232,-546,5288
10233,-578,5288
10234,-578,5256
10235,-578,5288
10236,-578,5288
10237,-578,5319
10238,-578,5319
10239,-578,5319
10240,-578,5319
10241,-578,5319
10242,-578,5319
10243,-578,5319
10244,-578,5288
10245,-578,5319
10246,-578,5319
10247,-578,5288
10248,-578,5288
10249,-546,5288
10250,-578,5288
10251,-578,5288
10252,-578,5288
10253,-546,5288
10254,-578,5288
10255,-578,5319
10256,-578,5288
10257,-546,5288
10258,-578,5288
10259,-546,5288
10260,-578,5288
10261,-546,5288
10262,-578,5288
10263,-578,5256
10264,-578,5288
10265,-578,5319
10266,-578,5319
10267,-578,5288
10268,-578,5319
10269,-578,5288
10270,-546,5319
10271,-546,5319
10272,-546,5288
10273,-578,5319
10274,-578,5288
10275,-578,5319
10276,-546,5319
10277,-578,5351
10278,-546,5319
10279,-578,5319
10280,-578,5288
10281,-578,5319
10282,-578,5288
10283,-578,5288
10284,-578,5256
10285,-578,5256
10286,-578,5288
10287,-546,5288
10288,-546,5288
10289,-546,5288
10290,-578,5288
10291,-578,5288
10292,-578,5288
10293,-546,5288
10294,-578,5288
10295,-546,5319
10296,-578,5319
10297,-546,5319
10298,-578,5319
10299,-578,5319
10300,-578,5319
10301,-578,5288
10302,-578,5319
10303,-578,5288
10304,-578,5288
10305,-578,5288
10306,-578,5319
10307,-578,5319
10308,-578,5319
10309,-578,5319
10310,-546,5288
10311,-578,5319
10312,-578,5288
10313,-578,5288
10314,-578,5288
10315,-578,5288
10316,-578,5288
10317,-578,5288
10318,-578,5288
10319,-578,5288
10320,-578,5288
10321,-578,5288
10322,-578,5288
10323,-578,5288
10324,-578,5288
10325,-546,5288
10326,-578,5319
10327,-578,5319
10328,-578,5319
10329,-578,5288
10330,-578,5319
10331,-546,5319
10332,-578,5256
10333,-546,5319
10334,-578,5319
10335,-578,5288
10336,-578,5319
10337,-578,5319
10338,-546,5319
10339,-578,5288
10340,-578,5288
10341,-578,5288
10342,-578,5288
10343,-578,5288
10344,-546,5256
10345,-578,5319
10346,-578,5256
10347,-578,5256
10348,-546,5288
10349,-578,5288
10350,-546,5288
10351,-578,5319
10352,-546,5319
10353,-578,5288
10354,-578,5288
10355,-578,5288
10356,-578,5288
10357,-578,5319
10358,-578,5288
10359,-546,5319
10360,-578,5319
10361,-578,5319
10362,-578,5319
10363,-578,5319
10364,-578,5288
10365,-578,5288
10366,-578,5288
10367,-578,5288
10368,-546,5319
10369,-546,5319
10370,-578,5319
10371,-546,5288
10372,-578,5288
10373,-578,5288
10374,-578,5288
10375,-578,5319
10376,-578,5288
10377,-578,5256
10378,-578,5288
10379,-578,5288
10380,-546,5288
10381,-578,5288
10382,-578,5256
10383,-578,5319
10384,-546,5288
10385,-578,5319
10386,-546,5319
10387,-578,5319
10388,-578,5288
10389,-578,5319
10390,-578,5319
10391,-578,5319
10392,-578,5288
10393,-578,5319
10394,-578,5288
10395,-578,5319
10396,-578,5319
10397,-546,5319
10398,-578,5288
10399,-546,5319
10400,-578,5256
10401,-578,5288
10402,-578,5288
10403,-578,5288
10404,-546,5288
10405,-578,5288
10406,-578,5288
10407,-546,5288
10408,-578,5288
10409,-546,5288
10410,-578,5288
10411,-578,5288
10412,-578,5288
10413,-546,5288
10414,-578,5288
10415,-578,5288
10416,-578,5319
10417,-578,5288
10418,-578,5319
10419,-578,5288
10420,-578,5288
10421,-578,5288
10422,-578,5319
10423,-578,5319
10424,-578,5319
10425,-578,5319
10426,-546,5319
10427,-578,5319
10428,-578,5319
10429,-578,5351
10430,-546,5288
10431,-578,5319
10432,-546,5256
10433,-578,5256
10434,-578,5288
10435,-578,5288
10436,-578,5256
10437,-578,5256
10438,-578,5256
10439,-578,5288
10440,-578,5256
10441,-546,5288
10442,-578,5256
10443,-578,5288
10444,-578,5288
10445,-578,5319
10446,-578,5288
10447,-578,5288
10448,-578,5288
10449,-546,5288
10450,-578,5288
10451,-546,5288
10452,-578,5288
10453,-546,5288
10454,-578,5319
10455,-546,5319
10456,-578,5288
10457,-578,5288
10458,-578,5288
10459,-578,5288
10460,-578,5288
10461,-578,5288
10462,-546,5288
10463,-578,5225
10464,-578,5288
10465,-578,5256
10466,-578,5288
10467,-578,5256
10468,-578,5256
10469,-578,5256
10470,-546,5256
10471,-578,5288
10472,-578,5256
10473,-578,5288
10474,-546,5256
10475,-578,5319
10476,-546,5319
10477,-578,5319
10478,-546,5319
10479,-578,5288
10480,-546,5288
10481,-578,5319
10482,-578,5288
10483,-578,5319
10484,-546,5319
10485,-578,5319
10486,-578,5288
10487,-578,5319
10488,-578,5288
10489,-578,5288
10490,-578,5256
10491,-546,5288
10492,-578,5288
10493,-578,5288
10494,-578,5288
10495,-546,5256
10496,-578,5288
10497,-578,5256
10498,-578,5288
10499,-546,5256
10500,-578,5288
10501,-546,5256
10502,-578,5288
10503,-546,5288
10504,-578,5288
10505,-546,5288
10506,-578,5319
10507,-578,5288
10508,-578,5319
10509,-578,5288
10510,-578,5319
10511,-578,5256
10512,-578,5288
10513,-578,5288
10514,-578,5288
10515,-578,5288
10516,-578,5288
10517,-578,5256
10518,-546,5288
10519,-578,5288
10520,-578,5288
10521,-578,5256
10522,-578,5288
10523,-578,5288
10524,-578,5193
10525,-578,5288
10526,-546,5288
10527,-578,5288
10528,-578,5288
10529,-578,5288
10530,-578,5225
10531,-578,5319
10532,-578,5288
10533,-578,5288
10534,-578,5288
10535,-578,5319
10536,-578,5319
10537,-578,5319
10538,-578,5319
10539,-578,5351
10540,-578,5288
10541,-578,5288
10542,-578,5319
10543,-578,5319
10544,-546,5288
10545,-578,5288
10546,-578,5319
10547,-578,5319
10548,-578,5319
10549,-546,5288
10550,-578,5288
10551,-546,5288
10552,-578,5288
10553,-546,5288
10554,-578,5288
10555,-578,5288
10556,-578,5288
10557,-546,5288
10558,-578,5288
10559,-546,5288
10560,-578,5288
10561,-578,5288
10562,-578,5319
10563,-578,5288
10564,-578,5319
10565,-578,5288
10566,-578,5319
10567,-546,5319
10568,-578,5319
10569,-578,5319
10570,-546,5351
10571,-578,5319
10572,-578,5351
10573,-578,5351
10574,-578,5351
10575,-578,5319
10576,-578,5319
10577,-578,5351
10578,-578,5351
10579,-578,5351
10580,-578,5351
10581,-546,5351
10582,-546,5319
10583,-578,5351
10584,-546,5319
10585,-578,5351
10586,-578,5319
10587,-578,5319
10588,-546,5319
10589,-578,5319
10590,-578,5319
10591,-578,5319
10592,-578,5351
10593,-578,5319
10594,-578,5319
10595,-578,5382
10596,-578,5351
10597,-578,5382
10598,-578,5319
10599,-546,5319
10600,-578,5351
10601,-578,5351
10602,-578,5351
10603,-546,5351
10604,-578,5351
10605,-578,5351
10606,-578,5351
10607,-578,5351
10608,-578,5351
10609,-578,5319
10610,-546,5319
10611,-578,5319
10612,-578,5351
10613,-578,5319
10614,-578,5319
10615,-578,5351
10616,-578,5351
10617,-578,5319
10618,-578,5351
10619,-578,5319
10620,-578,5319
10621,-578,5319
10622,-578,5319
10623,-578,5319
10624,-578,5351
10625,-578,5319
10626,-578,5351
10627,-578,5351
10628,-578,5351
10629,-578,5351
10630,-578,5351
10631,-578,5351
10632,-578,5351
10633,-578,5351
10634,-578,5319
10635,-578,5351
10636,-578,5319
10637,-578,5351
10638,-578,5351
10639,-546,5382
10640,-546,5319
10641,-578,5319
10642,-578,5319
10643,-578,5319
10644,-578,5288
10645,-578,5319
10646,-546,5319
10647,-578,5351
10648,-546,5351
10649,-578,5351
10650,-546,5319
10651,-578,5319
10652,-546,5319
10653,-578,5351
10654,-578,5319
10655,-578,5351
10656,-546,5351
10657,-578,5351
10658,-578,5351
10659,-578,5351
10660,-578,5351
10661,-578,5382
10662,-578,5351
10663,-578,5351
10664,-578,5319
10665,-546,5351
10666,-578,5319
10667,-578,5351
10668,-546,5319
10669,-546,5319
10670,-578,5319
10671,-578,5351
10672,-578,5319
10673,-578,5319
10674,-578,5319
10675,-578,5319
10676,-578,5319
10677,-578,5288
10678,-578,5319
10679,-578,5319
10680,-578,5351
10681,-578,5319
10682,-578,5351
10683,-546,5351
10684,-578,5351
